"ID","Race","Gender","Afqt80","Afqt89","Afqt_06","Voted","PolitAffil","PolitStrength","ClosestParty","FollowsPolit","FedGovActsForPpl","label","Afqt06","Polit_Strength","Follows_Polit","Polit_Affil","Closest_Party","Intell","Strength","Orientation"
"12458","3","1","2","2","2392",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","2.392",".",".",".",".","2.392",".","."
"12459","3","2","57","47","38077",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","38.077",".",".",".",".","38.077",".","."
"12460","3","2","28","29","44193",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.193",".",".",".",".","44.193",".","."
"12461","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12462","3","2","31","34","37473",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","37.473",".",".",".",".","37.473",".","."
"12463","3","1","62","67","66443",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","66.443",".",".",".",".","66.443",".","."
"12464","3","2","39","51","45979",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","45.979",".",".",".",".","45.979",".","."
"12465","3","1","10","7","4870",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.87",".",".",".",".","4.87",".","."
"12466","3","2","23","22","19888",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","19.888",".",".",".",".","19.888",".","."
"12467","3","1","16","18","25634",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.634",".",".",".",".","25.634",".","."
"12468","3","2","49","51","57078",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.078",".",".",".",".","57.078",".","."
"12469","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12470","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12471","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12472","3","2","32","42","52060",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","52.06",".",".",".",".","52.06",".","."
"12473","3","1","25","15","17998",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","17.998",".",".",".",".","17.998",".","."
"12474","3","2","21","21","30126",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","30.126",".",".",".",".","30.126",".","."
"12475","3","2","49","35","36640",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","36.64",".",".",".",".","36.64",".","."
"12476","3","2","54","58","66656",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","66.656",".",".",".",".","66.656",".","."
"12477","3","1","90","84","86997",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","86.997",".",".",".",".","86.997",".","."
"12478","3","2","65","65","75036",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","75.036",".",".",".",".","75.036",".","."
"12479","3","2","48","54","71749",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","71.749",".",".",".",".","71.749",".","."
"12480","3","2","67","51","47957",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","47.957",".",".",".",".","47.957",".","."
"12481","3","2","45","58","44052",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.052",".",".",".",".","44.052",".","."
"12482","3","1","28","36","54302",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","54.302",".",".",".",".","54.302",".","."
"12483","3","2","31","40","26976",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.976",".",".",".",".","26.976",".","."
"12484","3","1","35","34","37458",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","37.458",".",".",".",".","37.458",".","."
"12485","3","1","2","1","3498",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.498",".",".",".",".","3.498",".","."
"12486","3","2","60","63","70232",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.232",".",".",".",".","70.232",".","."
"12487","3","1","77","80","86974",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","86.974",".",".",".",".","86.974",".","."
"12488","3","1","33","29","21897",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","21.897",".",".",".",".","21.897",".","."
"12489","3","1","86","80","76471",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","76.471",".",".",".",".","76.471",".","."
"12490","3","2","24","16","20522",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.522",".",".",".",".","20.522",".","."
"12491","3","1","12","16","13054",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.054",".",".",".",".","13.054",".","."
"12492","3","2","10","8","10135",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","10.135",".",".",".",".","10.135",".","."
"12493","3","1","2","1","273",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","0.273",".",".",".",".","0.273",".","."
"12494","3","2","71","75","76571",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","76.571",".",".",".",".","76.571",".","."
"12495","3","2","19","16","21116",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","21.116",".",".",".",".","21.116",".","."
"12496","3","1","16","15","14116",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.116",".",".",".",".","14.116",".","."
"12497","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12498","3","2","57","58","65393",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.393",".",".",".",".","65.393",".","."
"12499","3","2","10","5","3151",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","3.151",".",".",".",".","3.151",".","."
"12500","3","1","69","57","55563",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","55.563",".",".",".",".","55.563",".","."
"12501","3","2","43","54","63065",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","63.065",".",".",".",".","63.065",".","."
"12502","3","2","15","17","11728",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","11.728",".",".",".",".","11.728",".","."
"12503","3","2","8","8","5788",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","5.788",".",".",".",".","5.788",".","."
"12504","3","2","3","6","14021",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.021",".",".",".",".","14.021",".","."
"12505","3","2","87","77","70254",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.254",".",".",".",".","70.254",".","."
"12506","3","2","27","38","39732",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","39.732",".",".",".",".","39.732",".","."
"12507","3","2","13","12","13135",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","13.135",".",".",".",".","13.135",".","."
"12508","3","1","26","27","32674",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","32.674",".",".",".",".","32.674",".","."
"12509","3","2","25","23","24604",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","24.604",".",".",".",".","24.604",".","."
"12510","3","1","2","3","6202",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.202",".",".",".",".","6.202",".","."
"12511","3","2","21","29","23290",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","23.29",".",".",".",".","23.29",".","."
"12512","3","2","30","32","31566",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","31.566",".",".",".",".","31.566",".","."
"12513","3","2","42","34","29750",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","29.75",".",".",".",".","29.75",".","."
"12514","2","2","5","8","4230",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.23",".",".",".",".","4.23",".","."
"12515","2","2","1","1","1726","0.718201162","5",".","4","2","2","RACL/ETHNIC COHORT /SCRNR 79","1.726",".","0.510399862","0","0","1.726","0.614300512","0"
"12516","2","2","3","6","4292",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.292",".",".",".",".","4.292",".","."
"12517","2","1","5","8","12648","0.718201162","1","1",".","2","4","RACL/ETHNIC COHORT /SCRNR 79","12.648","0.8329071367","0.510399862","-1",".","12.648","0.6871693869","-1"
"12518","2","2","5","8","14130",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.13",".",".",".",".","14.13",".","."
"12519","3","2","76","69","64797",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","64.797",".",".",".",".","64.797",".","."
"12520","3","1","42","37","50989",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","50.989",".",".",".",".","50.989",".","."
"12521","3","1","93","93","86627",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","86.627",".",".",".",".","86.627",".","."
"12522","3","1","51","51","56856",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","56.856",".",".",".",".","56.856",".","."
"12523","3","2","28","27","50365",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","50.365",".",".",".",".","50.365",".","."
"12524","3","1","5","5","6240",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","6.24",".",".",".",".","6.24",".","."
"12525","3","1","12","15","7086",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","7.086",".",".",".",".","7.086",".","."
"12526","3","1","21","24","32046",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","32.046",".",".",".",".","32.046",".","."
"12527","3","2","86","81","84253",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","84.253",".",".",".",".","84.253",".","."
"12528","3","1","20","21","29297",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","29.297",".",".",".",".","29.297",".","."
"12529","3","2","8","10","16780",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","16.78",".",".",".",".","16.78",".","."
"12530","3","2","91","79","76231",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","76.231",".",".",".",".","76.231",".","."
"12531","3","1","21","32","27494",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","27.494",".",".",".",".","27.494",".","."
"12532","3","2","4","7","4803",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.803",".",".",".",".","4.803",".","."
"12533","3","1","46","54","69856",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","69.856",".",".",".",".","69.856",".","."
"12534","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12535","3","1","87","92","96986",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","96.986",".",".",".",".","96.986",".","."
"12536","3","2","69","61","49319",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.319",".",".",".",".","49.319",".","."
"12537","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12538","3","1","42","46","50543",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","50.543",".",".",".",".","50.543",".","."
"12539","3","2","1","1","4034",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.034",".",".",".",".","4.034",".","."
"12540","3","2","23","19","28091",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","28.091",".",".",".",".","28.091",".","."
"12541","3","1","7","12","14416",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","14.416",".",".",".",".","14.416",".","."
"12542","3","2","18","21","27848",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","27.848",".",".",".",".","27.848",".","."
"12543","3","1","19","16","18643",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","18.643",".",".",".",".","18.643",".","."
"12544","3","2","7","12","7882",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","7.882",".",".",".",".","7.882",".","."
"12545","3","1","42","42","42968",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","42.968",".",".",".",".","42.968",".","."
"12546","3","1","29","35","41883",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","41.883",".",".",".",".","41.883",".","."
"12547","3","2","63","58","65757",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.757",".",".",".",".","65.757",".","."
"12548","3","1","5","5","4318",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.318",".",".",".",".","4.318",".","."
"12549","3","2","4","5","4218",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","4.218",".",".",".",".","4.218",".","."
"12550","3","1","14","14","12276",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","12.276",".",".",".",".","12.276",".","."
"12551","3","1","64","66","65973",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","65.973",".",".",".",".","65.973",".","."
"12552","3","1","23","26","24952",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","24.952",".",".",".",".","24.952",".","."
"12553","3","2","16","15","20448",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.448",".",".",".",".","20.448",".","."
"12554","3","2","35","28","28304",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","28.304",".",".",".",".","28.304",".","."
"12555","3","2","45","43","51590",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","51.59",".",".",".",".","51.59",".","."
"12556","3","2","32","35","25924",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","25.924",".",".",".",".","25.924",".","."
"12557","3","1","24","25","33036",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","33.036",".",".",".",".","33.036",".","."
"12558","2","2","1","1","949","-0.827825582","1","2",".","2","5","RACL/ETHNIC COHORT /SCRNR 79","0.949","-1.200377928","0.510399862","-1",".","0.949","-0.505934549","-1"
"12559","3","1","42","35","26762",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.762",".",".",".",".","26.762",".","."
"12560","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12561","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12562","3","1","72","75","70792",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.792",".",".",".",".","70.792",".","."
"12563","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12564","3","2","89","87","82663",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","82.663",".",".",".",".","82.663",".","."
"12565","3","1","75","80","70044",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","70.044",".",".",".",".","70.044",".","."
"12566","2","2","59","61","60434","0.718201162","1","1",".","2","3","RACL/ETHNIC COHORT /SCRNR 79","60.434","0.8329071367","0.510399862","-1",".","60.434","0.6871693869","-1"
"12567","3","2","79","66","56952",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","56.952",".",".",".",".","56.952",".","."
"12568","3","2","59","54","40450",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","40.45",".",".",".",".","40.45",".","."
"12569","3","2","76","64","62093",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","62.093",".",".",".",".","62.093",".","."
"12570","2","2","19","17","10596",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","10.596",".",".",".",".","10.596",".","."
"12571","3","2","65","56","56022",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","56.022",".",".",".",".","56.022",".","."
"12572","3","2","70","54","50802",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","50.802",".",".",".",".","50.802",".","."
"12573","3","1","98","95","90163",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","90.163",".",".",".",".","90.163",".","."
"12574","2","2","7","7","8187",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","8.187",".",".",".",".","8.187",".","."
"12575","3","2","54","42","43725",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","43.725",".",".",".",".","43.725",".","."
"12576","2","1","30","32","28733",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","28.733",".",".",".",".","28.733",".","."
"12577","3","2","47","53","52150",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","52.15",".",".",".",".","52.15",".","."
"12578","3","1","68","68","56299",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","56.299",".",".",".",".","56.299",".","."
"12579","3","1","63","57","54037",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","54.037",".",".",".",".","54.037",".","."
"12580","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12581","3","1","25","23","18188",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","18.188",".",".",".",".","18.188",".","."
"12582","3","1","82","71","73368",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","73.368",".",".",".",".","73.368",".","."
"12583","3","2","71","65","72531",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","72.531",".",".",".",".","72.531",".","."
"12584","3","2","74","68","55701",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","55.701",".",".",".",".","55.701",".","."
"12585","3","1","69","73","71491",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","71.491",".",".",".",".","71.491",".","."
"12586","3","1","69","58","47371",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","47.371",".",".",".",".","47.371",".","."
"12587","1","1","36","35","26585",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.585",".",".",".",".","26.585",".","."
"12588","2","2","12","15","14961","-1.600838954","5",".","2","4","5","RACL/ETHNIC COHORT /SCRNR 79","14.961",".","-1.157831463","0","-1","14.961","-1.379335208","-0.5"
"12589","2","1","46","40","33874","0.718201162","3",".","2","1","5","RACL/ETHNIC COHORT /SCRNR 79","33.874",".","1.3445155243",".","-1","33.874","1.0313583431","-1"
"12590","3","1","43","58","49805",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","49.805",".",".",".",".","49.805",".","."
"12591","2","2","42","42","44834",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","44.834",".",".",".",".","44.834",".","."
"12592","2","1","21","20","20147",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","20.147",".",".",".",".","20.147",".","."
"12593","3","2","31","35","26815",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","26.815",".",".",".",".","26.815",".","."
"12594","2","1","13","15","13995","0.718201162","1","1",".","1","3","RACL/ETHNIC COHORT /SCRNR 79","13.995","0.8329071367","1.3445155243","-1",".","13.995","0.965207941","-1"
"12595","3","1","63","63","57217",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","57.217",".",".",".",".","57.217",".","."
"12596","3","1","23","30","23170",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","23.17",".",".",".",".","23.17",".","."
"12597","2","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12598","3","2","83","85","83554",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","83.554",".",".",".",".","83.554",".","."
"12599","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12600","3","1","68","72","67011",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","67.011",".",".",".",".","67.011",".","."
"12601","3","2",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12602","3","1","86","82","68418",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","68.418",".",".",".",".","68.418",".","."
"12603","3","1",".",".",".",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79",".",".",".",".",".",".",".","."
"12604","3","1","50","42","29307",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","29.307",".",".",".",".","29.307",".","."
"12605","3","1","74","86","84524",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","84.524",".",".",".",".","84.524",".","."
"12606","3","1","81","80","73093",".",".",".",".",".",".","RACL/ETHNIC COHORT /SCRNR 79","73.093",".",".",".",".","73.093",".","."
